0,0,0,0,-0.002959043,3.219769,-0.155405,-0.0005790889,6.316472,-0.4223366,0.01019952,7.856165,-0.6866493,-1.724401,4.945408,-0.5090656,-2.211384,2.310171,-0.6650219,-2.223485,0.03274703,-1.490122,-2.261992,-0.709672,-1.710423,1.748009,4.70941,-0.4380264,2.219777,2.129242,-0.4019623,2.284039,-0.1835306,-0.9368343,2.191285,-0.8998276,-1.078238,-0.7682967,-0.03745246,-0.3929977,-1.010164,-3.846871,-0.008089066,-1.149361,-7.159013,0.5885677,-1.322369,-8.039527,-0.1486912,0.77827,-0.0359683,-0.3699112,0.9835322,-3.836321,0.193203,0.8899639,-7.221922,1.025732,1.008732,-8.156629,0.4272804,-0.002198905,5.559601,-0.3341179,-2.181858,-1.474095,-1.723999,-1.892012,-0.5756571,-1.739674,2.145112,-1.703947,-1.12536,1.821314,-0.9033101,-0.8831806
0,0,0,0,0.00029549,3.220977,-0.158968,0.01225644,6.319489,-0.4317818,0.04439038,7.853468,-0.6873417,-1.690563,4.92725,-0.5330563,-2.298471,2.305439,-0.6372128,-2.621187,0.2233038,-1.472151,-2.757475,-0.5411258,-1.671934,1.765138,4.701169,-0.4649105,2.294892,2.123761,-0.4254112,2.556696,-0.03270245,-0.8607349,2.666221,-0.8442383,-1.056517,-0.7673849,-0.03774357,-0.3927898,-1.006814,-3.866059,-0.007072449,-1.179869,-7.164123,0.5781574,-1.353437,-8.046047,-0.1591473,0.7768006,-0.0357585,-0.3710346,0.9920774,-3.837866,0.1708984,0.875107,-7.223046,1.007067,0.9759198,-8.163917,0.4203224,0.007998854,5.562292,-0.342205,-2.633457,-1.327399,-1.649235,-2.438726,-0.5985192,-1.86565,2.523294,-1.759133,-1.019148,2.428425,-1.406789,-1.031897
0,0,0,0,0.03344491,3.21945,-0.1553307,0.0777939,6.312615,-0.4243431,0.09326082,7.850408,-0.6842136,-1.663036,4.925733,-0.50494,-3.08948,2.492437,-0.9119072,-4.347236,1.073465,-1.978247,-4.702245,0.6434481,-2.289043,1.887039,4.692686,-0.4396935,3.058789,2.373573,-0.3759575,4.309385,0.6843638,-1.238335,4.731291,0.008071423,-1.617321,-0.7705158,-0.03564048,-0.3853016,-1.002987,-3.870208,-0.0002098083,-1.19473,-7.156278,0.5820484,-1.35585,-8.047171,-0.1421337,0.7822367,-0.03756833,-0.3809204,1.018573,-3.845646,0.1691341,0.8671082,-7.247399,1.012365,0.9995486,-8.179808,0.4017429,0.06616017,5.556987,-0.3358097,-5.065344,-0.1631,-2.673809,-4.354101,0.5916624,-1.774559,5.0074,-0.7894354,-1.84066,4.922573,-0.754774,-1.532557
0,0,0,0,0.04672448,3.220413,-0.1546288,0.09858254,6.315363,-0.4247112,0.1288513,7.850572,-0.6768932,-1.668621,4.931551,-0.4829483,-2.936763,2.529047,-0.827322,-3.934865,0.8464267,-1.785551,-4.221482,0.2567697,-2.170341,1.957875,4.67124,-0.4303493,3.182127,2.451683,-0.4081726,4.230765,0.7525003,-1.26671,4.582023,0.03527904,-1.693676,-0.7742722,-0.0345273,-0.3805332,-1.009788,-3.872089,0.0008449554,-1.212066,-7.149881,0.5791092,-1.363506,-8.042843,-0.1486111,0.7852237,-0.03902888,-0.3851833,1.012092,-3.84612,0.1816425,0.8604295,-7.258727,1.01293,0.9852419,-8.189633,0.3870869,0.08536747,5.55922,-0.3358135,-4.503522,-0.4729822,-2.521091,-3.869394,0.2866662,-2.093426,4.940335,-0.6683626,-2.027082,4.450631,-0.2747366,-1.514519
0,0,0,0,0.04117171,3.220998,-0.1507034,0.09028894,6.315359,-0.4203873,0.1257231,7.859354,-0.6682796,-1.65436,4.952197,-0.4747581,-2.070008,2.242094,-0.5169678,-1.94024,-0.03444099,-0.8685608,-1.70694,-0.6092637,-0.8289032,1.90916,4.686039,-0.4459038,2.377273,2.176226,-0.3878403,2.34685,-0.1474712,-0.7981415,2.055885,-0.8561505,-0.7843361,-0.7732755,-0.03276896,-0.3821602,-1.015385,-3.865175,0.006893158,-1.218155,-7.141521,0.5871296,-1.371602,-8.033521,-0.1439114,0.7826787,-0.04113865,-0.3825417,1.007682,-3.835451,0.1910305,0.8476087,-7.250982,1.022787,0.9703741,-8.185082,0.4060631,0.07779703,5.559626,-0.3312016,-1.702509,-1.516961,-0.7775478,-1.306139,-0.6216422,-1.147305,2.079226,-1.7945,-0.7082291,2.448001,-0.5821602,-0.9380627
0,0,0,0,0.0302982,3.221368,-0.1647358,0.06746122,6.314528,-0.4415531,0.08346643,7.863495,-0.6918335,-1.66133,4.961692,-0.48172,-2.266275,2.320404,-0.4636765,-2.825959,0.1845677,-1.235674,-2.975413,-0.6161355,-1.426826,1.842038,4.71696,-0.4764156,2.347928,2.194128,-0.3674946,2.669256,-0.08421326,-0.8262978,2.723849,-0.8147953,-0.9641418,-0.7772185,-0.03457236,-0.3822842,-1.006474,-3.853499,0.001962662,-1.203158,-7.139723,0.5812283,-1.384747,-8.027441,-0.1485138,0.7853698,-0.03868246,-0.3815022,1.002853,-3.835527,0.1890049,0.8412308,-7.243148,1.014137,0.9529769,-8.181993,0.4083118,0.05885635,5.559023,-0.3504448,-3.001989,-1.46,-1.433439,-2.639045,-0.1157076,-1.333311,2.703947,-1.574925,-0.9710293,3.010405,-0.8300546,-1.167704
0,0,0,0,0.02960491,3.223716,-0.1699734,0.05977854,6.321354,-0.4538898,0.07465555,7.870827,-0.6986618,-1.657184,4.97298,-0.4993515,-2.450078,2.328488,-0.6257439,-3.15588,0.3389797,-1.480112,-3.387316,-0.4251131,-1.864058,1.856673,4.725149,-0.485815,2.570891,2.211695,-0.3516445,3.271997,0.1155641,-0.9790592,3.48589,-0.6120942,-1.271734,-0.7804794,-0.03318763,-0.3867722,-0.9796652,-3.872237,-0.005594254,-1.179226,-7.152838,0.5678959,-1.36008,-8.040816,-0.1638851,0.7882143,-0.04022717,-0.3771782,1.026924,-3.82556,0.1792393,0.8615239,-7.238359,0.9989338,0.9854141,-8.173461,0.3794556,0.05259997,5.56454,-0.361187,-3.442234,-1.220422,-1.984798,-3.156878,-0.8200872,-1.880245,3.560212,-1.384817,-1.359203,3.670169,-0.6602356,-1.68548
0,0,0,0,0.01837865,3.230917,-0.1769524,0.03310218,6.338298,-0.4706497,0.05226362,7.90622,-0.6966972,-1.672527,4.975631,-0.5153637,-2.424884,2.340033,-0.6343098,-2.971409,0.2177658,-1.471931,-2.983413,-0.5849324,-1.619623,1.833494,4.738183,-0.4814148,2.625597,2.226188,-0.3242683,3.247383,0.1687746,-0.9340382,3.231559,-0.5834353,-1.168098,-0.7845287,-0.03348684,-0.3837547,-0.9582967,-3.849662,-0.03892708,-1.112368,-7.130106,0.5656624,-1.291914,-8.021006,-0.162632,0.7943914,-0.03955078,-0.381176,1.068693,-3.804552,0.1749496,0.9236586,-7.217416,1.006618,1.063481,-8.154605,0.3994789,0.029627,5.5789,-0.3756638,-2.986965,-1.380812,-1.717196,-2.649822,-0.6281853,-1.767582,3.31671,-1.361081,-1.300621,3.492536,-0.4582223,-1.393059
0,0,0,0,-0.03718245,3.236238,-0.2095356,-0.07395118,6.347979,-0.5400143,-0.1437502,7.913108,-0.7646561,-1.783076,4.959879,-0.5659275,-2.311989,2.303968,-0.5757313,-2.594238,0.1779411,-1.301237,-2.617788,-0.6854863,-1.397314,1.677416,4.800714,-0.5605106,2.439555,2.261968,-0.3390255,2.941767,0.1368325,-0.8748207,2.870666,-0.61327,-1.071491,-0.7818223,-0.04305482,-0.3810863,-0.8757088,-3.802233,-0.06567764,-0.8960722,-7.090673,0.5361023,-1.058137,-7.992782,-0.1740665,0.799073,-0.03018165,-0.3836155,1.233719,-3.811465,0.07761955,1.151542,-7.213707,0.9566479,1.293391,-8.15565,0.3691082,-0.06520319,5.587694,-0.4356518,-2.562477,-1.503937,-1.470602,-2.314095,-0.7950172,-1.624966,2.915202,-1.359984,-1.148239,3.188036,-0.3957415,-1.234137
0,0,0,0,-0.2368041,3.227587,-0.2719345,-0.4991071,6.326276,-0.6779976,-0.6517982,7.881459,-0.92136,-2.10401,4.875414,-0.6955833,-2.477348,2.153174,-0.6320305,-2.634722,-0.1424689,-1.320431,-2.727763,-0.914461,-1.387413,1.331791,4.855119,-0.6861038,2.207207,2.304678,-0.4433098,2.688795,0.2314451,-0.8953362,2.664253,-0.5044005,-1.084393,-0.773663,-0.07967043,-0.3889084,-0.8192723,-3.789928,-0.1221638,-0.7529179,-7.139056,0.4552612,-0.8809391,-8.048495,-0.2511635,0.7965081,0.008046865,-0.3740501,1.407846,-3.845026,-0.1971703,1.382653,-7.182226,0.6988297,1.374064,-7.687202,-0.7588615,-0.4331201,5.569761,-0.5536957,-2.629256,-1.736276,-1.377029,-2.414659,-0.8731757,-1.569555,2.709147,-1.220887,-1.142799,2.968406,-0.08943152,-1.164333
